ID,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.01,2014-03-29,8.0,0.2,1.0,0.06820281010186964,8322.6219997406,4.0,1.0,1952.63,2720.692,1627.429,0.0,0.0,0.0,169.594,472.888,52.434999999999995,0.0,600.637,31.39539534883721
AS14.01,2014-03-30,7.5,-0.5,0.75,0.049092970521542,4523.2140009403265,0.0,0.0,414.365,1298.505,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,31.563627906976745
AS14.01,2014-03-31,7.4,0.0,0.6,0.07050548088338955,11836.834000349041,6.0,0.0,2961.4049999999997,5332.637,1758.92,41.254999999999995,51.176,0.0,268.554,1350.655,183.381,29.29,210.305,31.731860465116277
AS14.01,2014-04-01,6.0,0.2,0.0,0.118443242712736,17173.906002044678,1.0,0.0,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,0.0,517.636,31.900093023255813
AS14.01,2014-04-02,6.5,0.3333333333333333,0.6666666666666666,0.10191661063822348,21358.510999917988,4.0,0.0,3614.349,6920.156,1343.376,247.777,0.0,90.481,541.5409999999999,3428.792,0.0,0.0,341.371,32.06832558139535
AS14.01,2014-04-03,6.4,-1.2,0.0,0.04923847270844108,21401.835000753403,4.0,0.0,2321.464,14438.082,1293.631,76.234,0.0,0.0,213.90200000000002,3154.241,19.082,0.0,182.77200000000002,32.236558139534885
AS14.01,2014-04-04,6.2,0.2,0.4,0.12668931120732582,12379.411000013357,2.0,1.0,1957.829,5481.628,1545.2269999999999,0.0,0.0,0.0,176.801,2086.197,158.24099999999999,0.0,128.692,32.404790697674414
AS14.01,2014-04-05,6.8,-0.4,0.6,0.1190023022034455,3340.4309999942784,0.0,0.0,15159.190000000002,1885.409,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,32.57302325581395
AS14.01,2014-04-06,6.5,-0.75,0.5,0.06440779944246815,7467.321999788283,4.0,0.0,4548.662,3355.743,187.214,0.0,114.406,0.0,119.12,321.46000000000004,0.0,0.0,46.249,32.74125581395349
AS14.01,2014-04-07,6.5,-0.6666666666666666,0.25,0.050670621174317886,9846.380999803541,1.0,0.0,927.377,7355.015,447.121,46.128,0.0,17.107,170.348,1475.418,60.247,0.0,205.81100000000004,32.90948837209302
AS14.01,2014-04-08,6.6,-0.4,0.3333333333333333,0.07532705826134849,15101.132001876831,1.0,0.0,892.689,9477.553,3466.4790000000003,19.131,0.0,0.0,209.514,2655.121,0.0,0.0,36.143,33.07772093023256
AS14.01,2014-04-09,7.4,-0.8,1.0,0.12038411453232876,13558.28900098801,4.0,0.0,1638.617,6177.076,940.77,0.0,0.0,0.0,346.654,2826.35,0.0,0.0,577.3589999999999,33.245953488372095
AS14.01,2014-04-10,7.4,-0.4,0.8,0.07896310519489107,9296.09899926186,7.0,0.0,715.355,4881.411,1858.893,0.0,1.059,23.195,107.91900000000001,1174.717,0.0,0.0,377.687,33.41418604651163
AS14.01,2014-04-11,7.0,-1.2,0.8,0.07998620207306052,10526.846000194553,0.0,0.0,3369.031,3336.592,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,33.58241860465116
AS14.01,2014-04-12,7.25,-0.75,0.75,0.07224906147031816,11750.809000968928,0.0,0.0,302.446,6595.083,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.392,33.750651162790696
AS14.01,2014-04-13,8.0,-1.25,1.0,0.014021328954370726,2005.7509992122655,0.0,0.0,447.415,1096.795,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,33.91888372093023
AS14.01,2014-04-14,7.2,-1.2,0.6,0.08388731446988419,17985.44799923897,1.0,1.0,961.581,6486.284,6265.556,89.32300000000001,0.0,0.0,145.096,2921.9849999999997,29.104,0.0,986.014,34.08711627906977
AS14.01,2014-04-15,6.4,0.0,0.8,0.09011215278072526,13585.222998380666,8.0,1.0,1596.356,6224.231,944.5219999999999,13.043,0.0,0.0,110.41499999999999,4428.21,8.363,0.0,279.793,34.255348837209304
AS14.01,2014-04-16,7.2,0.75,0.5,0.11611033612712222,12522.47499895096,0.0,1.0,923.613,5175.016,426.734,0.0,0.0,0.0,40.784,1912.852,0.0,0.0,223.587,34.42358139534883
AS14.01,2014-04-17,6.6,-0.4,0.6,0.05691785667209682,15018.48000073434,2.0,0.0,552.201,11853.339,142.241,0.0,0.0,0.0,53.763,2107.146,0.0,0.0,49.718,34.59181395348837
AS14.01,2014-04-18,6.8,-0.8,0.8,0.09403300669497609,13490.728999614706,1.0,0.0,1860.8980000000001,5341.657,774.354,119.163,0.0,0.0,47.789,1993.922,63.874,0.0,88.68,34.760046511627905
AS14.01,2014-04-19,7.8,-0.2,1.0,0.09943191172384026,13293.2480006218,1.0,0.0,946.1899999999999,2728.26,469.274,95.62899999999999,29.084,0.0,31.482,396.672,128.89,0.0,305.796,34.92827906976744
AS14.01,2014-04-20,7.25,-0.25,0.75,0.07481624304311596,8343.518000364307,2.0,2.0,897.086,4984.724,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,35.09651162790698
AS14.01,2014-04-21,7.6,-0.25,1.0,0.10204105896824717,3832.9909992218018,2.0,0.0,3442.2319999999995,2004.347,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,210.882,35.264744186046514
AS14.01,2014-04-22,7.4,0.2,1.0,0.09192955182229205,15490.269999265669,2.0,0.0,2212.954,11360.913,1101.017,38.452999999999996,0.0,0.0,63.16,1422.548,0.0,0.0,423.215,35.43297674418605
AS14.01,2014-04-23,7.6,0.2,1.0,0.04598568913376553,14535.339999437334,1.0,0.0,1130.8419999999999,8928.472,347.427,18.051,0.0,0.0,42.397999999999996,526.598,0.0,0.0,246.944,35.60120930232558
AS14.01,2014-04-24,7.6,-0.4,1.0,0.0509029881940343,22086.478000164043,1.0,0.0,1466.271,9692.133,4464.975,209.937,0.0,0.0,31.933,2688.536,51.184,0.0,716.197,35.769441860465115
AS14.01,2014-04-25,7.2,-0.2,0.8,0.10906106363682745,13973.941999673845,2.0,1.0,817.613,7279.144,650.832,21.070999999999998,0.0,0.0,68.84700000000001,2227.694,63.315999999999995,0.0,347.974,35.93767441860465
AS14.01,2014-04-26,7.6,-0.2,1.0,0.21424877162423497,15482.018999338148,3.0,4.0,864.519,2567.857,125.556,27.266999999999996,0.0,0.0,46.205,2368.377,470.77299999999997,3.148,315.76300000000003,36.10590697674419
AS14.01,2014-04-27,7.5,0.0,1.0,0.030478923798963695,5700.562000036243,0.0,0.0,1291.314,2431.498,1510.221,0.0,0.0,0.0,1056.684,27.47,0.0,0.0,60.338,36.27413953488372
AS14.01,2014-04-28,7.6,-0.8,0.8,0.0196753225383989,10807.829999685284,2.0,0.0,1312.001,4697.372,1548.438,465.253,0.0,0.0,72.584,2423.933,0.0,0.0,380.193,36.44237209302325
AS14.01,2014-04-29,7.0,-0.25,1.0,0.10275824852950448,7873.291999101639,0.0,0.0,5289.913,3834.645,1562.533,0.0,333.305,0.0,40.472,411.485,41.982,0.0,410.436,36.61060465116279
AS14.01,2014-04-30,7.8,-0.4,0.75,0.15105145904074724,9175.6049990654,1.0,0.0,844.963,3550.618,504.86199999999997,375.022,346.72347712418303,0.0,185.783,89.166,272.798,0.0,112.295,36.778837209302324
AS14.01,2014-05-01,8.0,-0.4,1.0,0.03706526814765703,15516.951998472214,7.0,4.0,1876.1129999999998,8191.41,470.866,1321.104,360.141954248366,28.098,44.43,4918.942,0.0,0.0,269.56899999999996,36.94706976744186
AS14.01,2014-05-02,7.6,-0.2,1.0,0.07734101929677568,15088.519000768661,6.25,0.0,795.436,7925.918,352.88800000000003,1069.748,373.56043137254903,27.696844444444444,32.443,771.266,0.0,0.0,11.083,37.115302325581396
AS14.01,2014-05-03,8.0,-0.2,1.0,0.07174088489517204,8186.036000728605,5.5,1.0,753.2570000000001,4539.776,2761.95,296.313,386.97890849673206,27.295688888888886,40.569,205.602,143.631,30.102,125.605,37.28353488372093
AS14.01,2014-05-04,8.0,-0.5,1.0,0.13619180837703837,5889.194999456405,4.75,1.0,1758.438,3381.6890000000003,928.406,290.53635555555553,400.3973856209151,26.89453333333333,35.525,494.67699999999996,71.8155,29.688130434782607,0.0,37.45176744186047
AS14.02,2014-03-16,6.333333333333333,0.0,0.0,0.15213011166368204,4902.626999616626,4.0,1.0,2437.0460000000003,3151.8289999999997,88.392,284.7597111111111,413.81586274509806,26.493377777777777,408.106,181.591,0.0,29.274260869565218,5.596916666666666,37.62
AS14.02,2014-03-17,6.75,0.5,0.5,0.1680684149503257,10159.769001245493,4.0,0.0,1229.347,4518.116,2511.178,278.9830666666667,427.2343398692811,26.092222222222222,103.699,103.02799999999999,0.0,28.860391304347825,11.193833333333332,37.78823255813953
AS14.02,2014-03-18,8.2,0.6,0.8,0.21948438425543756,4512.4710013866425,15.0,1.0,2604.5209999999997,3933.081,88.943,273.2064222222222,440.65281699346406,25.691066666666664,88.72200000000001,212.364,0.0,28.446521739130436,16.79075,37.95646511627907
AS14.02,2014-03-19,6.8,0.4,0.4,0.31563175685064315,8182.757000207905,5.0,1.0,1554.558,2596.989,196.139,267.42977777777776,454.0712941176471,25.28991111111111,105.536,47.815,567.165,28.032652173913043,22.387666666666664,38.124697674418606
AS14.02,2014-03-20,7.25,-0.5,0.75,0.23902496021034736,4360.33400130272,10.0,1.0,1777.977,2154.371,148.18,261.6531333333333,467.4897712418301,24.888755555555555,86.857,131.598,0.0,27.618782608695653,27.98458333333333,38.29293023255814
AS14.02,2014-03-21,7.5,-0.75,0.75,0.28962792490010747,11155.850999116892,10.0,1.0,2230.303,2858.446,459.604,255.87648888888887,480.90824836601314,24.4876,37.944,388.021,442.296,27.20491304347826,33.5815,38.46116279069767
AS14.02,2014-03-22,6.5,-1.0,-0.5,0.44604368683290135,7589.562002897266,25.0,1.0,1930.2659999999998,1852.256,662.911,250.09984444444444,494.3267254901961,24.086444444444442,43.204,408.66700000000003,780.617,26.79104347826087,39.178416666666664,38.62939534883721
AS14.02,2014-03-23,6.25,-1.0,0.0,0.26969715703353236,4528.527000665666,8.0,1.0,894.506,1839.8990000000001,388.098,244.32319999999999,507.74520261437914,23.685288888888888,61.865,171.994,1263.189,26.377173913043478,44.77533333333333,38.79762790697674
AS14.02,2014-03-24,6.4,0.2,-0.2,0.15612466250149995,2766.6489994525905,5.0,0.0,1073.496,3012.181,532.013,238.54655555555553,521.1636797385621,23.284133333333333,81.80799999999999,232.801,0.0,25.96330434782609,50.372249999999994,38.96586046511628
AS14.02,2014-03-25,7.75,-1.25,0.75,0.23051365485645373,4637.388000011446,7.0,0.0,2806.931,2788.751,459.58899999999994,232.7699111111111,534.5821568627451,22.882977777777775,50.375,148.447,0.0,25.549434782608696,55.96916666666666,39.134093023255815
AS14.02,2014-03-26,7.2,-1.2,0.4,0.29395346240584214,6069.630000829696,5.0,0.0,1736.744,2533.8489999999997,767.145,226.99326666666664,548.0006339869282,22.48182222222222,41.95,1562.023,0.0,25.135565217391303,61.566083333333324,39.30232558139535
AS14.02,2014-03-27,7.25,0.0,0.5,0.22884900892215096,5746.980998754502,3.0,0.0,2267.124,2997.043,490.78099999999995,221.2166222222222,561.4191111111112,22.080666666666666,731.8530000000001,81.366,0.0,24.721695652173914,67.163,39.47055813953489
AS14.02,2014-03-28,6.8,-0.6,0.6,0.26159832807813954,3969.580999135971,8.0,2.0,1053.115,1245.127,707.64,215.43997777777776,574.8375882352942,21.67951111111111,125.66900000000001,2717.215,0.0,24.30782608695652,0.0,39.638790697674416
AS14.02,2014-03-29,7.25,-0.75,0.25,0.432469355060395,4403.242997646333,4.0,0.0,17416.280000000002,2141.489,1063.268,209.6633333333333,588.2560653594771,21.278355555555557,52.841,523.854,501.644,23.89395652173913,0.0,39.80702325581395
AS14.02,2014-03-30,7.0,-1.0,0.75,0.24188730879396786,3937.0419988632193,10.0,1.0,772.787,1110.856,1278.594,203.88668888888887,601.6745424836602,20.8772,113.22800000000001,322.901,0.0,23.48008695652174,0.0,39.97525581395349
AS14.02,2014-03-31,7.2,-0.8,0.4,0.15637292366427655,4774.1459991931915,14.0,2.0,1186.299,2481.322,354.965,198.11004444444444,615.0930196078432,20.476044444444444,81.741,2038.6310000000003,0.0,23.06621739130435,0.0,40.143488372093024
AS14.02,2014-04-01,7.4,-0.2,0.8,0.26196053218905446,3297.737997055054,2.0,1.0,2790.014,1322.61,76.976,192.33339999999998,628.5114967320262,20.074888888888886,186.413,191.121,345.20000000000005,22.652347826086956,0.0,40.31172093023255
AS14.02,2014-04-02,6.4,-0.6,-0.2,0.3191205617996335,6883.828001737594,2.0,0.0,1964.21,2942.423,1021.454,186.55675555555553,641.9299738562092,19.67373333333333,128.744,317.901,0.0,22.238478260869563,0.0,40.47995348837209
AS14.02,2014-04-03,5.75,-0.25,0.0,0.32250583990998866,6814.30000090599,2.0,0.0,1269.299,3595.431,548.787,180.7801111111111,655.3484509803923,19.272577777777776,56.132,122.42099999999999,318.294,21.824608695652174,0.0,40.648186046511626
AS14.02,2014-04-04,6.4,-1.2,0.2,0.22727035660896047,3653.370000839234,5.0,0.0,1121.689,2809.436,809.728,175.00346666666664,668.7669281045753,18.871422222222222,148.852,141.32,0.0,21.410739130434784,0.0,40.81641860465116
AS14.02,2014-04-05,7.4,0.0,0.6,0.32191972248052525,13067.926001548763,9.0,1.0,1957.087,2309.659,794.484,169.2268222222222,682.1854052287583,18.470266666666667,100.89699999999999,258.611,388.071,20.99686956521739,0.0,40.9846511627907
AS14.02,2014-04-06,4.5,-1.0,-1.25,0.21520952016085249,3649.9679985046396,6.0,0.0,576.385,1224.3220000000001,618.98,163.45017777777775,695.6038823529414,18.069111111111113,30.011000000000003,391.54200000000003,0.0,20.583,0.0,41.152883720930234
AS14.02,2014-04-07,6.8,0.0,0.6,0.13652373439609958,6366.526998281479,2.0,0.0,1482.948,3761.1789999999996,737.9159999999999,157.6735333333333,709.0223594771243,17.667955555555555,106.148,2008.184,0.0,20.16913043478261,0.0,41.32111627906977
AS14.02,2014-04-08,6.25,-0.25,0.5,0.26195103762156396,4079.151999473574,10.0,1.0,1184.778,2265.855,193.47999999999996,151.89688888888887,722.4408366013073,17.2668,134.434,636.253,0.0,19.75526086956522,0.0,41.489348837209306
AS14.02,2014-04-09,7.25,-0.5,0.25,0.24720984804489024,5757.426000595091,12.0,1.0,1427.022,2255.545,627.236,146.1202444444444,735.8593137254903,16.86564444444444,61.397,294.321,0.0,19.341391304347827,0.0,41.657581395348835
AS14.02,2014-04-10,7.25,0.25,0.75,0.2607506038432931,7844.238998651505,1.0,1.0,1303.452,2726.237,695.3240000000001,140.34359999999998,749.2777908496732,16.464488888888887,141.214,566.807,525.1129999999999,18.927521739130434,2.045,41.82581395348837
AS14.02,2014-04-11,6.5,-0.5,0.5,0.4244814273084369,5810.030001163483,7.0,1.0,1548.192,2343.793,700.7239999999999,134.56695555555552,762.6962679738563,16.063333333333333,136.128,319.645,630.929,18.513652173913044,0.0,41.99404651162791
AS14.02,2014-04-12,6.0,-2.0,-1.0,0.3783017333120427,3658.819001197815,6.0,1.0,1826.668,1516.7669999999998,0.0,128.7903111111111,776.1147450980393,15.662177777777778,11.016,157.19199999999998,362.185,18.09978260869565,6.986,42.16227906976744
AS14.02,2014-04-13,7.2,-0.6,0.4,0.28982011828279997,2174.8709976673135,1.0,0.0,510.913,855.219,371.52000000000004,123.01366666666664,789.5332222222223,15.261022222222222,79.112,123.071,159.646,17.68591304347826,0.0,42.33051162790697
AS14.02,2014-04-14,8.0,0.75,1.0,0.18707405017212794,2773.0430009365086,8.0,7.0,809.972,1822.477,95.772,117.23702222222221,802.9516993464053,14.859866666666665,21.182,56.817,160.28164285714286,17.27204347826087,84.488,42.49874418604651
AS14.02,2014-04-15,7.25,-0.5,0.5,0.1736288831786874,701.2870004177095,14.0,1.0,98.266,445.91700000000003,19.658,111.46037777777775,816.3701764705884,14.45871111111111,64.71583333333332,25.386000000000003,160.9172857142857,16.85817391304348,78.32353846153846,42.666976744186044
AS14.02,2014-04-16,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534,109.28399968147278,16.0,1.0,125.13300000000001,0.0,103.87245454545454,105.6837333333333,829.7886535947714,14.057555555555554,108.24966666666666,0.0,161.55292857142857,16.444304347826087,72.15907692307692,42.83520930232558
AS14.02,2014-04-17,6.5,0.25,0.0,0.4700854700854705,41.23499965667722,10.0,7.0,2.007,37.601,188.0869090909091,99.90708888888886,843.2071307189544,13.6564,151.78349999999998,0.0,162.1885714285714,16.030434782608694,65.99461538461539,43.00344186046512
AS14.02,2014-04-18,6.5,0.0,0.0,0.48504273504273526,0.0,3.0,0.0,0.0,0.0,272.30136363636365,94.13044444444441,856.6256078431375,13.255244444444443,195.3173333333333,0.0,162.82421428571428,15.616565217391305,59.83015384615385,43.17167441860465
AS14.02,2014-04-19,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,1.0,0.0,10.09,72.34100000000001,356.5158181818182,88.35379999999998,870.0440849673205,12.854088888888889,238.85116666666661,0.0,163.45985714285712,15.202695652173913,53.66569230769231,43.33990697674419
AS14.02,2014-04-20,5.0,-0.6666666666666666,0.0,0.35833333333333334,0.0,9.0,3.0,32.65642857142857,308.39785714285716,440.73027272727273,82.57715555555552,883.4625620915035,12.452933333333332,282.385,0.0,164.0955,14.788826086956522,47.501230769230766,43.508139534883725
AS14.02,2014-04-21,5.5,-0.5,-0.5,0.21666666666666667,0.0,8.0,0.0,55.22285714285714,544.4547142857143,524.9447272727273,76.80051111111109,896.8810392156863,12.051777777777776,325.9188333333333,0.0,164.73114285714286,14.37495652173913,41.33676923076923,43.676372093023254
AS14.02,2014-04-22,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.075,13.08000016212468,15.0,2.0,77.78928571428571,780.5115714285715,609.1591818181818,71.02386666666663,910.2995163398693,11.650622222222221,369.45266666666663,106.887,165.3667857142857,13.96108695652174,35.17230769230769,43.84460465116279
AS14.02,2014-04-23,5.5,0.0,0.5,0.142857142857143,426.0485003590585,7.0,1.0,100.35571428571428,1016.5684285714286,693.3736363636364,65.2472222222222,923.7179934640524,11.249466666666667,412.9865,102.98420833333333,166.00242857142857,13.547217391304347,29.007846153846153,44.012837209302326
AS14.02,2014-04-24,7.0,-0.5,-0.5,0.0344827586206897,839.0170005559922,6.333333333333333,1.3333333333333333,122.92214285714286,1252.6252857142858,777.588090909091,59.47057777777775,937.1364705882354,10.848311111111112,456.52033333333327,99.08141666666667,166.6380714285714,13.133347826086958,22.843384615384615,44.18106976744186
AS14.02,2014-04-25,9.0,-1.0,1.0,0.08678460862882184,1251.985500752926,5.666666666666667,1.6666666666666665,145.48857142857142,1488.682142857143,861.8025454545455,53.69393333333329,950.5549477124184,10.447155555555554,500.0541666666666,95.178625,167.27371428571428,12.719478260869565,16.67892307692307,44.34930232558139
AS14.03,2014-03-21,9.0,1.0,2.0,0.13908645863695399,1664.9540009498598,5.0,2.0,168.055,1724.739,946.0169999999999,47.91728888888886,963.9734248366015,10.046,543.588,91.27583333333334,167.90935714285712,12.305608695652172,10.514461538461532,44.51753488372093
AS14.03,2014-03-22,7.8,0.8,1.0,0.1913883086450861,2643.5370004177103,8.0,1.0,482.08799999999997,458.495,3915.524,42.140644444444405,977.3919019607845,0.0,89.216,87.37304166666667,168.545,11.891739130434782,4.35,44.68576744186046
AS14.03,2014-03-23,8.2,-0.2,1.2,0.1002466983942117,5048.337000608444,1.0,1.0,492.576,1503.122,1741.3909999999998,36.364,990.8103790849675,161.998,251.529,83.47025,275.40500000000003,11.47786956521739,0.0,44.854
AS14.03,2014-03-24,7.8,-0.6,1.4,0.090740222421567,6248.045999526978,3.0,0.0,92.246,2282.336,3908.043,105.21700000000001,1004.2288562091505,125.325,851.0169999999999,79.56745833333333,0.0,11.064,5.136,0.0
AS14.03,2014-03-25,7.8,-0.4,1.2,0.13276828552349199,3791.1120002269754,6.0,1.0,1044.4950000000001,1305.098,1351.416,447.543,1017.6473333333336,141.076,133.63,75.66466666666666,0.0,47.324,28.843000000000004,0.0
AS14.03,2014-03-26,8.25,0.5,1.0,0.0911532011403041,3985.9769988059993,1.0,0.0,118.63900000000001,1294.789,2355.873,87.141,1031.0658104575166,20.684,72.68,71.761875,12.84,7.649,0.0,0.0
AS14.03,2014-03-27,7.75,0.25,0.5,0.10319575369873081,3275.6320016384116,3.0,1.0,588.336,931.662,1653.757,0.0,1044.4842875816996,13.437,60.032,67.85908333333333,0.0,0.0,17.490000000000002,0.0
AS14.03,2014-03-28,8.0,-0.5,1.5,0.10467928797906652,3250.4419982433324,3.0,0.0,277.526,940.879,3351.791,0.0,1057.9027647058826,46.206,246.376,63.956291666666665,0.0,63.787000000000006,7.045,0.0
AS14.03,2014-03-29,8.6,-0.2,1.6,0.16337733775865063,2261.391000509263,0.0,1.0,19.31,152.928,2529.228,49.371,1071.3212418300654,0.0,104.425,60.0535,0.0,0.0,0.0,0.0
AS14.03,2014-03-30,8.4,-0.2,1.0,0.16465071526667882,3568.718999385834,1.0,0.0,12.869,1223.623,2039.814,0.0,1084.7397189542485,26.284,186.054,56.150708333333334,0.0,35.267,0.0,31.955000000000002
AS14.03,2014-03-31,7.4,0.4,0.6,0.08363358459550868,9398.24399995804,3.0,1.0,2044.9959999999999,4412.685,1699.4679999999998,77.491,1098.1581960784315,0.0,98.786,52.24791666666666,0.0,0.0,5.16,31.675659793814436
AS14.03,2014-04-01,7.6,0.4,0.4,0.097414340146311,3205.7939994335175,2.0,0.0,543.663,711.798,1626.554,58.641,1111.5766732026145,62.489999999999995,203.234,48.345124999999996,0.0,0.0,0.0,31.396319587628867
AS14.03,2014-04-02,7.4,0.2,0.6,0.0786881382869165,3364.2400007247934,2.0,0.0,854.1980000000001,820.558,1981.5040000000001,65.43900000000001,1124.9951503267976,18.698999999999998,98.842,44.44233333333333,54.144999999999996,0.0,0.0,31.1169793814433
AS14.03,2014-04-03,7.8,0.0,1.0,0.08363645439998374,2312.74599981308,1.0,0.0,19586.766,685.184,2093.16,72.103,1138.4136274509806,0.0,91.237,40.539541666666665,0.0,20.192,29.197000000000003,30.837639175257735
AS14.03,2014-04-04,7.8,0.2,1.4,0.0871065604162596,3231.4439988136282,0.0,3.0,617.093,804.0909999999999,1371.565,47.284,1151.8321045751636,6.163,902.6700000000001,36.63674999999999,0.0,315.509,0.0,30.558298969072165
AS14.03,2014-04-05,7.6,1.2,1.0,0.11442793762963631,3852.6619989871942,6.0,0.0,263.059,1110.404,2295.814,0.0,1165.2505816993466,106.48599999999999,60.862,32.733958333333334,19.695999999999998,0.0,0.0,30.2789587628866
AS14.03,2014-04-06,6.8,0.2,0.8,0.07677201548523706,6028.54899859429,0.0,0.0,11.062999999999999,730.343,4234.2,0.0,1178.6690588235297,0.0,1024.593,28.83116666666666,0.0,23.094,0.0,29.999618556701034
AS14.03,2014-04-07,7.4,0.2,1.0,0.14406393678902962,5035.644999742507,2.0,0.0,596.011,1787.445,2513.812,88.197,1192.0875359477127,124.68100000000001,72.082,24.928375000000003,0.0,82.764,0.0,29.720278350515464
AS14.03,2014-04-08,7.4,0.4,1.2,0.1038308889653645,4475.89199995995,2.0,1.0,873.53,683.364,1307.637,27.089,1205.5060130718957,1494.864,70.913,21.02558333333333,0.0,11.128,0.0,29.4409381443299
AS14.03,2014-04-09,7.8,0.6,1.0,0.0921222333052219,1773.7219996452325,0.0,0.0,23.843000000000004,763.865,984.36,31.735,1218.9244901960788,16.27,74.42,17.122791666666657,0.0,50.254,0.0,29.161597938144332
AS14.03,2014-04-10,7.4,0.4,1.0,0.1080663991151945,7018.261001348492,0.0,2.0,103.68900000000001,1778.979,2776.328,0.0,1232.3429673202618,5.217,95.092,13.22,0.0,2239.937,0.0,28.882257731958763
AS14.03,2014-04-11,7.6,0.2,1.0,0.12018808327176551,4983.920999288563,0.0,0.0,102.15899999999999,1698.898,3128.489,17.149,1245.7614444444446,9.16,354.092,0.0,0.0,28.343,4.513,28.602917525773197
AS14.03,2014-04-12,7.666666666666667,0.3333333333333333,1.0,0.12703734227128452,2492.8179993629456,6.0,0.0,19477.058999999997,229.648,12054.726,0.0,1259.1799215686276,0.0,1072.477,0.0,0.0,21.096,9.33,28.32357731958763
AS14.03,2014-04-13,7.4,0.2,1.0,0.07813754216620179,7752.552998781202,1.0,1.0,1391.461,2391.052,3217.934,0.0,1272.5983986928106,643.756,4335.307,0.0,0.0,0.0,0.0,28.044237113402062
AS14.03,2014-04-14,7.0,0.0,0.8,0.09289626571780712,4230.447000265119,0.0,1.0,1808.078,3571.217,1152.6689999999999,28.19,1286.0168758169937,8.073,58.008,41.364999999999995,0.0,11.226,17.303,27.764896907216496
AS14.03,2014-04-15,7.6,0.2,0.8,0.11955499852139129,3964.784998178483,6.0,0.0,726.5,2245.302,1850.042,0.0,1299.4353529411767,6.025,100.23500000000001,0.0,0.0,12.082,0.0,27.48555670103093
AS14.03,2014-04-16,8.0,0.8,1.0,0.11476816921494709,5334.56700015068,2.0,0.0,244.239,1454.301,3481.064,18.113,1312.8538300653597,33.186,175.38,0.0,0.0,38.227999999999994,7.662,27.206216494845364
AS14.03,2014-04-17,7.25,0.25,0.75,0.14085924635236632,5006.50600028038,4.0,2.0,1816.36,2048.286,1159.785,172.576,1326.2723071895427,0.0,167.096,0.0,0.0,101.287,31.331,26.926876288659795
